,时间,开盘,收盘,最高,最低,成交量,成交额,最新价
0,2023-05-08 09:30:00,195.0,195.0,195.0,195.0,784,1528800.0,195.0
1,2023-05-08 09:31:00,196.36,198.3,198.8,195.056,20559,40493386.0,196.8861
2,2023-05-08 09:32:00,199.001,200.025,200.9,198.932,29062,57996678.0,198.4289
3,2023-05-08 09:33:00,199.3,196.911,200.04,196.911,15597,31057027.0,198.5923
4,2023-05-08 09:34:00,196.528,198.106,199.183,196.407,20242,40127614.0,198.5095
5,2023-05-08 09:35:00,198.366,197.946,198.738,197.511,15978,31678452.0,198.4709
6,2023-05-08 09:36:00,198.301,199.58,199.58,197.927,12873,25596453.0,198.512
7,2023-05-08 09:37:00,199.8,199.752,200.361,199.712,18880,37768491.0,198.7281
8,2023-05-08 09:38:00,199.712,198.078,199.712,197.895,10729,21305655.0,198.7165
9,2023-05-08 09:39:00,198.111,197.771,198.877,197.719,5135,10172918.0,198.6957
10,2023-05-08 09:40:00,198.102,196.657,198.102,196.599,9445,18631181.0,198.6103
11,2023-05-08 09:41:00,197.123,196.023,197.591,196.023,7318,14409586.0,198.5355
12,2023-05-08 09:42:00,196.105,195.384,196.6,194.847,7694,15053621.0,198.4083
13,2023-05-08 09:43:00,195.193,195.674,195.89,195.193,7940,15528737.0,198.2849
14,2023-05-08 09:44:00,195.502,193.5,195.712,193.36,6074,11813423.0,198.1625
15,2023-05-08 09:45:00,193.514,195.356,195.7,192.632,4731,9186272.0,198.0649
16,2023-05-08 09:46:00,195.55,194.427,195.589,194.019,6706,13075110.0,197.9612
17,2023-05-08 09:47:00,194.42,195.071,195.115,194.42,2837,5530995.0,197.9192
18,2023-05-08 09:48:00,195.048,194.813,195.34,194.655,2657,5180691.0,197.8812
19,2023-05-08 09:49:00,194.864,194.82,194.942,194.531,1674,3260296.0,197.8559
20,2023-05-08 09:50:00,195.173,194.975,195.703,194.6,6367,12423810.0,197.7745
21,2023-05-08 09:51:00,194.736,195.824,196.057,194.7,5144,10060414.0,197.7227
22,2023-05-08 09:52:00,195.718,194.816,195.718,194.55,2612,5092544.0,197.6902
23,2023-05-08 09:53:00,195.02,195.0,195.233,194.674,3003,5853543.0,197.6531
24,2023-05-08 09:54:00,195.0,195.0,195.503,194.687,4758,9279326.0,197.5984
25,2023-05-08 09:55:00,194.848,193.963,194.848,193.8,3779,7347769.0,197.5471
26,2023-05-08 09:56:00,193.942,194.542,194.743,193.861,2500,4853835.0,197.511
27,2023-05-08 09:57:00,194.53,194.964,194.992,194.342,1521,2963157.0,197.4937
28,2023-05-08 09:58:00,194.9,195.686,195.878,194.863,3623,7086324.0,197.465
29,2023-05-08 09:59:00,195.781,196.148,196.264,195.633,3668,7187167.0,197.4421
30,2023-05-08 10:00:00,196.2,195.97,196.43,195.931,2619,5137010.0,197.4283
31,2023-05-08 10:01:00,195.924,196.053,196.2,195.702,2385,4673426.0,197.4141
32,2023-05-08 10:02:00,195.908,196.18,196.452,195.847,2867,5624784.0,197.4002
33,2023-05-08 10:03:00,196.184,196.467,196.6,196.184,2784,5466015.0,197.3886
34,2023-05-08 10:04:00,196.397,196.195,196.483,196.111,1486,2917254.0,197.3823
35,2023-05-08 10:05:00,196.2,195.761,196.384,195.709,1399,2741553.0,197.3746
36,2023-05-08 10:06:00,196.131,196.159,196.201,195.78,867,1699332.0,197.37
37,2023-05-08 10:07:00,196.149,195.811,196.199,195.676,1201,2352201.0,197.363
38,2023-05-08 10:08:00,195.819,196.551,196.58,195.769,1503,2951579.0,197.3574
39,2023-05-08 10:09:00,196.485,196.897,196.917,196.485,2847,5601781.0,197.3509
40,2023-05-08 10:10:00,196.85,196.6,197.1,196.6,3159,6220604.0,197.3458
41,2023-05-08 10:11:00,196.531,195.849,196.531,195.829,1533,3006965.0,197.339
42,2023-05-08 10:12:00,195.775,195.519,196.052,195.519,1786,3496511.0,197.3286
43,2023-05-08 10:13:00,195.595,195.437,195.595,195.0,2591,5056905.0,197.3081
44,2023-05-08 10:14:00,195.498,196.562,196.581,195.498,2758,5410122.0,197.2967
45,2023-05-08 10:15:00,196.62,196.364,196.684,195.996,1750,3437648.0,197.2912
46,2023-05-08 10:16:00,196.312,196.08,196.313,195.952,677,1328116.0,197.2885
47,2023-05-08 10:17:00,196.497,196.9,196.9,196.349,1848,3633073.0,197.2837
48,2023-05-08 10:18:00,196.808,196.581,196.851,196.433,2090,4109349.0,197.2788
49,2023-05-08 10:19:00,196.588,196.645,196.965,196.588,3526,6940447.0,197.2733
50,2023-05-08 10:20:00,196.776,197.15,197.365,196.73,3223,6352139.0,197.2713
51,2023-05-08 10:21:00,197.107,197.542,197.542,196.641,4303,8480252.0,197.2684
52,2023-05-08 10:22:00,197.515,197.037,197.618,196.93,3979,7853526.0,197.2699
53,2023-05-08 10:23:00,197.103,196.931,197.103,196.502,2393,4708574.0,197.2658
54,2023-05-08 10:24:00,196.834,199.377,199.377,196.712,6274,12426752.0,197.2823
55,2023-05-08 10:25:00,199.335,198.337,199.417,198.232,9561,19007736.0,197.3284
56,2023-05-08 10:26:00,198.816,199.55,199.55,198.467,5981,11896360.0,197.3577
57,2023-05-08 10:27:00,199.465,199.663,199.763,198.814,6041,12038193.0,197.3931
58,2023-05-08 10:28:00,199.632,199.875,199.983,199.362,10571,21121980.0,197.4688
59,2023-05-08 10:29:00,199.707,199.917,199.992,199.603,4783,9557458.0,197.5016
60,2023-05-08 10:30:00,199.984,199.766,199.984,199.1,7853,15668304.0,197.5468
61,2023-05-08 10:31:00,199.839,200.013,200.544,199.839,6152,12319314.0,197.5934
62,2023-05-08 10:32:00,200.003,199.968,200.19,199.788,4237,8472664.0,197.6213
63,2023-05-08 10:33:00,199.85,200.511,200.696,199.85,7526,15088400.0,197.6799
64,2023-05-08 10:34:00,200.51,198.817,200.51,198.732,5103,10185919.0,197.7062
65,2023-05-08 10:35:00,198.732,198.76,199.159,198.446,4323,8593292.0,197.7185
66,2023-05-08 10:36:00,198.715,200.85,200.97,198.592,7136,14268222.0,197.7601
67,2023-05-08 10:37:00,200.929,202.365,202.555,200.929,16070,32451810.0,197.9274
68,2023-05-08 10:38:00,202.377,202.213,202.377,201.819,9934,20082987.0,198.0298
69,2023-05-08 10:39:00,202.231,203.155,204.5,201.999,17259,35047292.0,198.2328
70,2023-05-08 10:40:00,202.667,201.99,202.667,201.306,10228,20652437.0,198.3188
71,2023-05-08 10:41:00,201.969,201.164,201.99,201.028,5627,11336201.0,198.3586
72,2023-05-08 10:42:00,201.177,201.049,201.582,201.02,6268,12616840.0,198.3994
73,2023-05-08 10:43:00,201.187,201.386,201.483,200.811,4672,9395981.0,198.4273
74,2023-05-08 10:44:00,201.4,202.7,203.34,201.4,12084,24515748.0,198.5424
75,2023-05-08 10:45:00,202.877,203.66,204.634,202.8,12500,25458619.0,198.676
76,2023-05-08 10:46:00,203.543,201.8,203.576,201.8,13514,27418554.0,198.7915
77,2023-05-08 10:47:00,201.953,201.724,201.953,201.223,5779,11643368.0,198.8226
78,2023-05-08 10:48:00,201.672,201.5,201.706,201.294,7417,14946088.0,198.862
79,2023-05-08 10:49:00,201.599,202.51,202.591,201.54,5999,12128930.0,198.9009
80,2023-05-08 10:50:00,202.602,202.223,202.773,202.223,5716,11576135.0,198.9409
81,2023-05-08 10:51:00,202.088,203.392,204.989,202.088,19683,40121361.0,199.12
82,2023-05-08 10:52:00,203.39,203.28,203.503,203.108,7050,14332030.0,199.174
83,2023-05-08 10:53:00,203.324,203.027,203.46,202.866,6645,13500118.0,199.222
84,2023-05-08 10:54:00,202.94,203.868,204.549,202.94,14271,29107794.0,199.3416
85,2023-05-08 10:55:00,204.21,204.513,204.833,204.092,14479,29602043.0,199.4691
86,2023-05-08 10:56:00,204.711,204.182,204.827,204.0,11790,24102615.0,199.5679
87,2023-05-08 10:57:00,204.291,205.647,205.888,204.291,13354,27348789.0,199.6834
88,2023-05-08 10:58:00,205.661,205.72,206.2,205.241,21337,43891008.0,199.8884
89,2023-05-08 10:59:00,205.753,206.011,206.452,205.752,19358,39901440.0,200.0752
90,2023-05-08 11:00:00,206.059,207.918,208.0,206.0,25308,52461272.0,200.3471
91,2023-05-08 11:01:00,208.095,205.813,208.4,205.623,22643,46828556.0,200.5581
92,2023-05-08 11:02:00,206.0,205.068,206.039,205.068,10785,22176692.0,200.6357
93,2023-05-08 11:03:00,205.13,204.157,205.13,204.157,11175,22842494.0,200.6946
94,2023-05-08 11:04:00,204.1,204.349,204.424,204.018,16692,34084839.0,200.7744
95,2023-05-08 11:05:00,204.246,202.5,204.246,202.4,11182,22701210.0,200.8081
96,2023-05-08 11:06:00,202.308,202.655,202.843,202.308,7262,14714391.0,200.8256
97,2023-05-08 11:07:00,202.71,203.15,203.4,202.544,6957,14130952.0,200.8467
98,2023-05-08 11:08:00,203.252,204.23,204.23,203.183,6443,13129145.0,200.8713
99,2023-05-08 11:09:00,204.095,204.166,204.595,204.095,8578,17529290.0,200.91
100,2023-05-08 11:10:00,204.024,205.3,205.34,204.024,8356,17107457.0,200.951
101,2023-05-08 11:11:00,205.296,204.546,205.451,204.546,8565,17576189.0,200.9971
102,2023-05-08 11:12:00,204.673,205.856,205.875,204.413,12964,26628934.0,201.0683
103,2023-05-08 11:13:00,205.97,205.841,206.051,205.438,9236,19012419.0,201.1227
104,2023-05-08 11:14:00,205.892,206.7,206.96,205.438,10637,21924987.0,201.1874
105,2023-05-08 11:15:00,206.453,207.896,208.001,206.453,20044,41629382.0,201.342
106,2023-05-08 11:16:00,208.0,207.276,209.0,207.276,19683,40950867.0,201.4951
107,2023-05-08 11:17:00,207.387,208.038,208.048,207.32,10381,21550695.0,201.5677
108,2023-05-08 11:18:00,208.325,206.724,208.325,206.724,15061,31212813.0,201.6639
109,2023-05-08 11:19:00,206.755,206.1,207.533,206.1,12830,26534847.0,201.7374
110,2023-05-08 11:20:00,206.312,205.663,207.206,205.663,14386,29684369.0,201.8097
111,2023-05-08 11:21:00,206.744,206.5,207.728,206.383,16301,33759735.0,201.9024
112,2023-05-08 11:22:00,206.551,207.611,208.074,206.189,13768,28569502.0,201.984
113,2023-05-08 11:23:00,207.689,207.121,207.689,205.902,12586,26021870.0,202.0466
114,2023-05-08 11:24:00,206.999,206.863,207.263,206.516,6160,12745651.0,202.0777
115,2023-05-08 11:25:00,207.037,206.074,207.122,205.93,5564,11496079.0,202.1037
116,2023-05-08 11:26:00,206.2,204.65,206.52,204.423,9361,19231866.0,202.1357
117,2023-05-08 11:27:00,204.555,203.972,204.815,203.8,8215,16778934.0,202.1533
118,2023-05-08 11:28:00,204.184,204.077,204.519,203.585,6376,13005718.0,202.165
119,2023-05-08 11:29:00,203.909,203.9,204.2,203.864,5020,10241554.0,202.1743
120,2023-05-08 11:30:00,203.988,205.889,206.117,203.959,13354,27455947.0,202.2195
121,2023-05-08 13:01:00,205.868,205.052,205.868,204.684,8201,16835497.0,202.2441
122,2023-05-08 13:02:00,205.128,204.349,205.128,204.148,3161,6460519.0,202.2507
123,2023-05-08 13:03:00,204.323,204.888,204.888,204.115,3300,6752739.0,202.2584
124,2023-05-08 13:04:00,205.118,206.062,206.223,205.118,6397,13175989.0,202.2813
125,2023-05-08 13:05:00,205.954,205.832,206.217,205.7,3099,6382512.0,202.2923
126,2023-05-08 13:06:00,205.898,205.579,206.1,205.559,2716,5591309.0,202.3017
127,2023-05-08 13:07:00,205.323,204.467,205.424,204.345,3119,6390586.0,202.3094
128,2023-05-08 13:08:00,204.505,203.932,204.56,203.75,5782,11802434.0,202.3194
129,2023-05-08 13:09:00,203.898,204.299,204.322,203.898,3007,6138049.0,202.3246
130,2023-05-08 13:10:00,204.293,204.321,204.4,204.229,2692,5499834.0,202.3297
131,2023-05-08 13:11:00,204.4,203.8,204.4,203.69,3376,6887059.0,202.335
132,2023-05-08 13:12:00,203.702,203.752,203.85,203.394,3926,7989491.0,202.3394
133,2023-05-08 13:13:00,203.844,204.068,204.137,203.843,2886,5887124.0,202.3439
134,2023-05-08 13:14:00,204.192,204.14,204.2,203.938,2331,4756853.0,202.3476
135,2023-05-08 13:15:00,204.2,204.117,204.2,203.948,1711,3491675.0,202.3504
136,2023-05-08 13:16:00,204.099,203.752,204.239,203.752,1171,2389205.0,202.3522
137,2023-05-08 13:17:00,203.76,203.658,203.76,203.561,1917,3904120.0,202.3546
138,2023-05-08 13:18:00,203.596,204.255,204.255,203.509,2576,5251312.0,202.3582
139,2023-05-08 13:19:00,204.203,203.906,204.28,203.873,1839,3752545.0,202.3611
140,2023-05-08 13:20:00,203.949,205.2,205.2,203.886,5776,11815678.0,202.3729
141,2023-05-08 13:21:00,205.108,204.427,205.108,204.4,4062,8317340.0,202.3818
142,2023-05-08 13:22:00,204.404,204.778,204.85,204.341,2563,5244419.0,202.3871
143,2023-05-08 13:23:00,204.8,205.098,205.551,204.8,4956,10167825.0,202.3997
144,2023-05-08 13:24:00,204.801,204.849,204.91,204.742,2531,5183936.0,202.4052
145,2023-05-08 13:25:00,204.836,204.094,204.836,204.094,2352,4806403.0,202.4094
146,2023-05-08 13:26:00,204.016,204.612,204.612,204.016,2190,4474120.0,202.4132
147,2023-05-08 13:27:00,204.626,204.285,204.7,204.285,1716,3510261.0,202.4165
148,2023-05-08 13:28:00,204.361,204.173,204.376,204.173,1539,3144763.0,202.4192
149,2023-05-08 13:29:00,204.098,203.941,204.154,203.86,2469,5036028.0,202.4226
150,2023-05-08 13:30:00,203.895,203.9,204.095,203.865,1311,2673544.0,202.4244
151,2023-05-08 13:31:00,203.92,204.099,204.12,203.912,1545,3152549.0,202.4267
152,2023-05-08 13:32:00,204.001,204.32,204.395,204.001,1800,3674809.0,202.4295
153,2023-05-08 13:33:00,204.337,205.121,205.298,204.199,5293,10840645.0,202.4408
154,2023-05-08 13:34:00,205.2,204.738,205.2,204.528,3800,7784298.0,202.449
155,2023-05-08 13:35:00,204.85,204.468,204.85,204.383,1850,3785595.0,202.4526
156,2023-05-08 13:36:00,204.368,204.488,204.587,204.297,1270,2596337.0,202.4548
157,2023-05-08 13:37:00,204.39,203.954,204.484,203.954,1432,2925168.0,202.4571
158,2023-05-08 13:38:00,203.98,204.165,204.17,203.845,3131,6384878.0,202.4612
159,2023-05-08 13:39:00,204.025,204.186,204.2,204.025,990,2021551.0,202.4627
160,2023-05-08 13:40:00,204.138,204.22,204.33,204.138,1265,2583818.0,202.4646
161,2023-05-08 13:41:00,204.205,204.2,204.205,204.0,1268,2587656.0,202.4664
162,2023-05-08 13:42:00,204.244,204.885,205.059,204.244,4726,9678799.0,202.4762
163,2023-05-08 13:43:00,204.92,204.855,205.385,204.855,6074,12457718.0,202.4901
164,2023-05-08 13:44:00,204.9,205.26,205.359,204.756,5692,11679933.0,202.5035
165,2023-05-08 13:45:00,205.332,205.832,205.86,205.2,8691,17866703.0,202.5266
166,2023-05-08 13:46:00,205.991,205.819,206.092,205.4,7746,15944628.0,202.5487
167,2023-05-08 13:47:00,205.892,205.7,205.892,205.521,4367,8983863.0,202.5606
168,2023-05-08 13:48:00,206.054,206.484,206.56,205.764,8972,18507446.0,202.589
169,2023-05-08 13:49:00,206.631,207.41,207.448,206.631,11308,23411435.0,202.6313
170,2023-05-08 13:50:00,207.477,209.0,209.364,207.292,26822,55852129.0,202.755
171,2023-05-08 13:51:00,209.0,208.106,209.151,207.674,21472,44740499.0,202.8525
172,2023-05-08 13:52:00,208.059,207.5,208.059,206.8,16798,34850900.0,202.9144
173,2023-05-08 13:53:00,207.562,207.21,207.75,206.501,11876,24624561.0,202.956
174,2023-05-08 13:54:00,207.32,206.131,207.32,206.131,6128,12672362.0,202.9745
175,2023-05-08 13:55:00,206.242,205.966,206.279,205.758,4972,10240406.0,202.9862
176,2023-05-08 13:56:00,205.9,205.8,205.969,205.739,3893,8013468.0,202.9949
177,2023-05-08 13:57:00,205.748,205.997,206.0,205.555,6061,12472979.0,203.008
178,2023-05-08 13:58:00,205.841,206.15,206.2,205.812,4248,8747843.0,203.0177
179,2023-05-08 13:59:00,206.099,206.413,206.491,206.099,6392,13186696.0,203.0338
180,2023-05-08 14:00:00,206.369,206.084,206.369,205.467,5696,11728573.0,203.0464
181,2023-05-08 14:01:00,206.115,205.698,206.117,205.228,6480,13331045.0,203.0597
182,2023-05-08 14:02:00,205.901,206.232,206.388,205.764,5123,10558599.0,203.0716
183,2023-05-08 14:03:00,206.3,207.395,207.395,206.3,8962,18528073.0,203.0964
184,2023-05-08 14:04:00,207.467,207.151,207.505,206.895,8223,17040479.0,203.1219
185,2023-05-08 14:05:00,207.233,207.051,207.3,206.956,6071,12574560.0,203.1401
186,2023-05-08 14:06:00,207.031,207.048,207.199,207.021,5569,11533497.0,203.1566
187,2023-05-08 14:07:00,207.083,207.618,207.618,206.985,7229,14983862.0,203.1786
188,2023-05-08 14:08:00,207.789,207.47,207.955,206.9,10405,21585144.0,203.2113
189,2023-05-08 14:09:00,207.414,209.039,209.039,207.414,17152,35761539.0,203.2771
190,2023-05-08 14:10:00,208.962,209.036,209.5,207.864,28276,59087836.0,203.3916
191,2023-05-08 14:11:00,208.88,207.685,208.9,207.562,10416,21676754.0,203.4263
192,2023-05-08 14:12:00,207.742,208.703,208.8,207.686,12764,26593477.0,203.4703
193,2023-05-08 14:13:00,208.65,208.144,208.65,208.02,8523,17755999.0,203.4991
194,2023-05-08 14:14:00,208.01,208.08,208.11,207.825,9064,18852335.0,203.5272
195,2023-05-08 14:15:00,208.475,208.085,208.558,208.08,10647,22170395.0,203.5616
196,2023-05-08 14:16:00,208.059,205.8,208.086,205.8,12028,24829588.0,203.585
197,2023-05-08 14:17:00,205.743,204.301,205.743,204.301,9794,20082148.0,203.5947
198,2023-05-08 14:18:00,204.454,205.518,205.518,204.454,12562,25748105.0,203.6062
199,2023-05-08 14:19:00,205.641,205.879,205.879,205.372,7214,14836517.0,203.6161
200,2023-05-08 14:20:00,205.805,206.17,206.3,205.805,6765,13943860.0,203.6274
201,2023-05-08 14:21:00,206.274,205.251,206.274,205.2,6479,13339795.0,203.6371
202,2023-05-08 14:22:00,205.196,204.656,205.196,204.654,6227,12753061.0,203.6419
203,2023-05-08 14:23:00,204.71,204.55,204.717,204.512,5409,11067934.0,203.6454
204,2023-05-08 14:24:00,204.512,204.008,204.533,203.99,7502,15316143.0,203.6479
205,2023-05-08 14:25:00,204.015,204.379,204.379,203.78,6604,13473746.0,203.6495
206,2023-05-08 14:26:00,204.512,204.291,204.87,204.291,8287,16953820.0,203.6545
207,2023-05-08 14:27:00,204.207,203.676,204.207,203.63,4506,9182471.0,203.6549
208,2023-05-08 14:28:00,203.819,203.934,204.312,203.78,3832,7819092.0,203.6559
209,2023-05-08 14:29:00,203.917,203.0,203.933,203.0,4197,8537902.0,203.6553
210,2023-05-08 14:30:00,202.821,203.796,203.841,202.821,9868,20064116.0,203.6532
211,2023-05-08 14:31:00,203.83,203.548,203.915,203.482,5189,10568305.0,203.6532
212,2023-05-08 14:32:00,203.5,204.565,204.565,203.5,6253,12763826.0,203.6551
213,2023-05-08 14:33:00,204.54,204.776,204.959,204.54,11000,22531196.0,203.6632
214,2023-05-08 14:34:00,204.686,205.9,205.905,204.68,7747,15890362.0,203.6703
215,2023-05-08 14:35:00,205.972,206.818,206.824,205.972,15996,32994333.0,203.696
216,2023-05-08 14:36:00,206.874,206.965,206.99,206.474,14459,29891666.0,203.723
217,2023-05-08 14:37:00,206.99,206.075,207.064,205.551,12296,25387137.0,203.7435
218,2023-05-08 14:38:00,206.18,206.651,206.788,206.04,9389,19384275.0,203.759
219,2023-05-08 14:39:00,206.333,205.921,206.484,205.898,6734,13879963.0,203.7686
220,2023-05-08 14:40:00,206.131,206.743,207.099,206.131,17417,36022384.0,203.8003
221,2023-05-08 14:41:00,206.598,205.918,206.728,205.191,11971,24646135.0,203.8151
222,2023-05-08 14:42:00,205.979,205.133,205.979,204.955,9580,19659696.0,203.823
223,2023-05-08 14:43:00,205.48,205.3,205.48,205.093,3910,8023562.0,203.8262
224,2023-05-08 14:44:00,205.315,205.36,205.363,205.143,4495,9226842.0,203.83
225,2023-05-08 14:45:00,205.36,204.497,205.375,204.433,5522,11310827.0,203.8332
226,2023-05-08 14:46:00,204.55,204.969,205.174,204.55,5683,11642627.0,203.8367
227,2023-05-08 14:47:00,204.798,204.462,204.798,204.446,5062,10359293.0,203.839
228,2023-05-08 14:48:00,204.6,205.059,205.082,204.555,6846,14026704.0,203.8432
229,2023-05-08 14:49:00,205.056,205.067,205.471,205.056,5680,11657796.0,203.8477
230,2023-05-08 14:50:00,205.1,205.28,205.312,205.055,2739,5621370.0,203.8499
231,2023-05-08 14:51:00,205.214,205.37,205.964,205.214,8090,16643204.0,203.8587
232,2023-05-08 14:52:00,205.394,206.002,206.002,205.25,5562,11438136.0,203.8644
233,2023-05-08 14:53:00,205.995,205.595,206.064,205.427,6090,12535778.0,203.8712
234,2023-05-08 14:54:00,205.541,205.657,206.051,205.541,6383,13137224.0,203.8783
235,2023-05-08 14:55:00,205.657,205.921,205.972,205.657,4817,9916152.0,203.8837
236,2023-05-08 14:56:00,205.869,205.5,205.895,205.489,5191,10677665.0,203.889
237,2023-05-08 14:57:00,205.431,204.863,205.51,204.805,7278,14928542.0,203.894
238,2023-05-08 14:58:00,205.0,205.0,205.0,205.0,256,524542.0,203.8941
239,2023-05-08 14:59:00,205.0,205.0,205.0,205.0,0,0.0,203.8941
240,2023-05-08 15:00:00,205.222,205.222,205.222,205.222,8789,18036345.0,203.9007
